PCS ID,ACM ID,DOI,ACM DL URL,YT ID,YT URL,YT tags,YT playlists,YT privacy,YT embed code,Title,Authors,Abstract,Early Release
int158,2725454,http://dx.doi.org/10.1145/2702613.2725454,http://dl.acm.org/citation.cfm?id=2725454,5W7fyW7DVmM,www.youtube.com/watch?v=5W7fyW7DVmM,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/5W7fyW7DVmM' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Nebula: An Interactive Garment Designed for Functional Aesthetics,"Ludvig Elblaus, Vasiliki Tsaknaki, Vincent Lewandowski, Roberto Bresin","In this paper we present Nebula, a prototype for examining the properties of textiles, fashion accessories, and digital technologies to arrive at a garment design that brings these elements together in a cohesive manner. Bridging the gap between everyday performativity and enactment, we aim at discussing aspects of the making process, interaction and functional aesthetics that emerged. \  \ Nebula is part of the Sound Clothes project that aims at exploring the expressive potential of wearable technologies creating sound from motion. \ ",TRUE
int159,2725456,http://dx.doi.org/10.1145/2702613.2725456,http://dl.acm.org/citation.cfm?id=2725456,89d_7l9vyls,www.youtube.com/watch?v=89d_7l9vyls,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/89d_7l9vyls' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Digiti Sonus v2: New Interface for Fingerprint Data Sonification using Hand Motion,"Yoon Chung Han, Byeong-jun Han","Digiti Sonus v2 is a new interface for fingerprint data sonification using audience’s biometric data and apply their hand motions to control and modify their own audiovisual contents. This interface explores users’ fingerprint data as personalized artistic materials, and allows them to rearrange and compare the data with others as pieces of a sonic puzzle by hand motion. This work expands the possibility of creating diverse audiovisual results based on users’ interaction, and enhances easier and more intuitive interaction with hand motion using short-range depth camera.",TRUE
int165,2725458,http://dx.doi.org/10.1145/2702613.2725458,http://dl.acm.org/citation.cfm?id=2725458,5RMO7qeeQjk,www.youtube.com/watch?v=5RMO7qeeQjk,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/5RMO7qeeQjk' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Filteryedping: A Dwell-Free Eye Typing Technique,"Diogo Pedrosa, Maria da Graça Pimentel, Khai N Truong","The ability to type using eye gaze only is extremely important for individuals with a severe motor disability. To eye type, the user currently must sequentially gaze at letters in a virtual keyboard and dwell on each desired letter for a specific amount of time to input that key. Dwell-based eye typing has two possible drawbacks: unwanted input if the dwell threshold is too short or slow typing rates if the threshold is long. We demonstrate an eye typing technique, which does not require the user to dwell on the letters that she wants to input. Our method automatically filters out unwanted letters from the sequence of letters gazed at while typing a word. It ranks candidate words based on their length and frequency and presents them to the user for confirmation. Spell correction and support for typing words not in the corpus are also included.",TRUE
int167,2725460,http://dx.doi.org/10.1145/2702613.2725460,http://dl.acm.org/citation.cfm?id=2725460,8HtDpDGPWGw,www.youtube.com/watch?v=8HtDpDGPWGw,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/8HtDpDGPWGw' width='640' height='360' frameborder='0' allowfullscreen='true'/>,"_ (“Salm”, “To Live”): Gaze Reactive Typography Inspired by Ahn Sang-Soo","Monchu Chen, Bongkeum Jeong, Yoram I Chisik","This research aims to explore the concept of gaze reactive typography, in which the design changes dynamically according to how audiences view it.  Inspired by the philosophy and styles of the famous Korean typographer Ahn Sang-Soo, we created an installation to showcase and exemplify relationships in four different levels between viewing behaviors and dynamic representations of typography.",TRUE
int170,2744695,http://dx.doi.org/10.1145/2702613.2744695,http://dl.acm.org/citation.cfm?id=2744695,tj8SMddipw0,www.youtube.com/watch?v=tj8SMddipw0,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/tj8SMddipw0' width='640' height='360' frameborder='0' allowfullscreen='true'/>,‘KIST Smart Wall’ and its Media Art Application: The Scenery Series,"Joong Ho Lee, Hyun Jhin Lee, Sanghwa Hong, Chungyo Ha, Ji-Hyung Park","The interactive large displays for use in professional \ applications such as signage, education and installation \ art have been introduced for many years. However the \ innovative technology and novel application needed to \ drive the rapid growth of the market are still sought \ after. We suggest a series of media art application with \ the KIST Smart Wall which provides robust and highly \ functional multi-touch capability on the large display at \ low cost enabling to provide perspective scene for \ users. For this interactivity exhibition, we collaborated \ with three media artists to explore the interactive wall \ as an emotional and aesthetic media art platform. ‘The \ Scenery Series’ will communicate with audiences in \ emotionally touching images and meanings.",TRUE
int172,2744697,http://dx.doi.org/10.1145/2702613.2744697,http://dl.acm.org/citation.cfm?id=2744697,hvHrtbM1K7M,www.youtube.com/watch?v=hvHrtbM1K7M,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/hvHrtbM1K7M' width='640' height='360' frameborder='0' allowfullscreen='true'/>,RGB Color Bits,Sanghwa Hong,"RGB Color bits is an animated RGB LED panel which \ represents a mutual understanding of recognition between \ analog colors and 8 bit color data of machine. We, humans \ are surrounded by digital displays in this era and high \ resolution of the digital display technology is blurring the \ lines between real and virtual world. \ Images that we’ve seen though the digital displays look \ almost real but they are obviously composed of different \ elements, being consistent of code and data. For example, \ the true red color on monitor display and colored paper \ could have the same appearance but the inside composing \ elements are totally different. RGB Color Bit tried to show \ the constituents of digital color by physical RGB LEDs and \ 8 bits dots punched out of wooden panel.",TRUE
int173,2744698,http://dx.doi.org/10.1145/2702613.2744698,http://dl.acm.org/citation.cfm?id=2744698,5H7A-0brll0,www.youtube.com/watch?v=5H7A-0brll0,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/5H7A-0brll0' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Visual Liquidizer or Virtual Merge,"Tatsuo Unemi, Daniel Bisig","The authors’ latest artwork entitled Visual Liquidizer or \ Virtual Merge is a new form of audio-visual interactive \ installation that displays a deformed dynamic images of \ visitors as if their bodies become liquidized, scattered, and \ mixed. It is intended to provide a virtual experience of \ deeper contact with the other persons. The basic idea was \ inspired by a science fiction Wetware by R. Rucker. The \ authors developed an algorithm using two types of swarm \ simulations, ANT and BOIDS, in order to realize \ deformation of living fragments. Sound effects are \ generated synchronously with visuals by mixing sampled \ sounds of water flows with the visitors’ voice. It achieved \ quick response for realtime interaction utilizing parallel \ processing with CPU and GPU.",TRUE
int175,2744699,http://dx.doi.org/10.1145/2702613.2744699,http://dl.acm.org/citation.cfm?id=2744699,v0nt070fMTY,www.youtube.com/watch?v=v0nt070fMTY,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/v0nt070fMTY' width='640' height='360' frameborder='0' allowfullscreen='true'/>,mood.cloud: Data as Art,"Younghui Kim, Geri Gay, Lindsay Reynolds, Hyuns Hong","The project “mood.cloud” is a LED light sculpture \ created through a collaborative effort among artists and \ information scientists. This light installation reflects the \ mood of people in a public space. For this exhibit, \ people selected an image on an iPad that best \ represented their current mood. The colors of the \ sculpture changed reflecting not only the individual's \ mood but the mood of others in the space. \ The “mood.cloud” platform can be re-programmed to \ not only capture represent emotional status in different \ ways, but also has the potential to track many different \ kinds of input.",TRUE
pn5101,1145/2699751,http://dx.doi.org/10.1145/2699751,http://dl.acm.org/citation.cfm?id=1145/2699751,6ov_82nxpbQ,www.youtube.com/watch?v=6ov_82nxpbQ,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/6ov_82nxpbQ' width='640' height='360' frameborder='0' allowfullscreen='true'/>,OverCode: Visualizing Variation in Student Solutions to Programming Problems at Scale,"Elena L. Glassman, Jeremy Scott, Rishabh Singh, Philip J. Guo, Robert C. Miller","In MOOCs, a single programming exercise may produce thousands of solutions from learners. Understanding solution variation is important for providing appropriate feedback to students at scale.  The wide variation among these solutions can be a source of pedagogically valuable examples, and can be used to refine the autograder for the exercise by exposing corner cases.  \  \ We present OverCode, a system for visualizing and exploring thousands of programming solutions. OverCode uses both static and dynamic analysis to cluster similar solutions, and lets teachers further filter and cluster solutions based on different criteria. \  \ We evaluated OverCode against a non-clustering baseline in a within-subjects study with 24 teaching assistants, and found that the OverCode interface allows teachers to more quickly develop a high-level view of students' understanding and misconceptions, and to provide feedback that is relevant to more students' solutions.",TRUE
pn5103,1145/2560016,http://dx.doi.org/10.1145/2560016,http://dl.acm.org/citation.cfm?id=1145/2560016,X-EuUXXyGwM,www.youtube.com/watch?v=X-EuUXXyGwM,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/X-EuUXXyGwM' width='640' height='360' frameborder='0' allowfullscreen='true'/>,On the benefits of providing versioning support for end users: An empirical study,"Sandeep Kaur Kuttal, Anita Sarma, Gregg Rothermel","End users with little formal programming background are creating software in many different forms, including spreadsheets, web macros, and web mashups. Web mashups are particularly popular because they are relatively easy to create, and because many programming environments that support their creation are available. These programming environments, however, provide no support for tracking versions or provenance of mashups. We believe that versioning support can help end users create, understand, and debug mashups. To investigate this belief, we have added versioning support to a popular wire-oriented mashup environment, Yahoo! Pipes. Our enhanced environment, which we call “Pipes Plumber,” automatically retains versions of pipes and provides an interface with which pipe programmers can browse histories of pipes and retrieve specific versions. We have conducted two studies of this environment: an exploratory study and a larger controlled experiment. Our results provide evidence that versioning helps pipe programmers create and debug mashups. Subsequent qualitative results provide further insights into the barriers faced by pipe programmers, the support for reuse provided by our approach, and the support for debugging provided.",TRUE
pn5111,1145/2670534,http://dx.doi.org/10.1145/2670534,http://dl.acm.org/citation.cfm?id=1145/2670534,CUNSg1Kb9DA,www.youtube.com/watch?v=CUNSg1Kb9DA,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/CUNSg1Kb9DA' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Does Distance Still Matter? Revisiting the CSCW Fundamentals on Distributed Collaboration,"Pernille Bjorn, Morten Esbensen, Rasmus Eskild Jensen, Stina Matthiessen","Does distance still matter? Reporting on a comparative analysis of four ethnographic studies of global software development, this paper analyzes the fundamental aspects of distance as depicted in the famous paper ‘Distance matters’. The results suggest that – while common ground, collaboration readiness, and organizational management are still important aspects for distributed collaboration – the arguments concerning coupling of work and collaboration technology readiness need to be refined. We argue that in working remotely, closely coupled work tasks encourage the remote workers to spend the extra effort required in articulation of work to make the collaboration function. Also we find that people in distributed software development have already made collaborative technologies part of their work and individuals are comfortable with them, thus collaboration technology readiness takes a different shape in this setting. ",TRUE
pn5113,1145/2699758,http://dx.doi.org/10.1145/2699758,http://dl.acm.org/citation.cfm?id=1145/2699758,mdgeETqdhhA,www.youtube.com/watch?v=mdgeETqdhhA,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/mdgeETqdhhA' width='640' height='360' frameborder='0' allowfullscreen='true'/>,The Challenges of Using Biodata in Promotional Filmmaking,"Stuart Reeves, Sarah E Martindale, Paul Tennent, Steve Benford, Joe Marshall, Brendan Walker","We present a study of how filmmakers collected and visualised physiological data—‘biodata’—to construct a series of short promotional films depicting people undergoing ‘thrilling’ experiences. Drawing on ethnographic studies of two major advertising campaigns, we highlight key concerns for integrating sensors and sensor data into film production. Our findings address the perceived benefits of using biodata within narratives; the nature of different on-screen representations of biodata; and the challenges presented when integrating biodata into production processes. Drawing on this, we reconsider the nature of information visualisation in the filmmaking context. Further implications from our case studies provide recommendations for HCI collaborations with filmmaking and broadcast industries, focussing both on the practical matters of fitting sensor technologies into and handling data within production workflows, as well as discussing the broader implications for managing the veracity of that data within professional media production.",TRUE
pn5115,1145/2687921,http://dx.doi.org/10.1145/2687921,http://dl.acm.org/citation.cfm?id=1145/2687921,-Ou26F3EagE,www.youtube.com/watch?v=-Ou26F3EagE,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/-Ou26F3EagE' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Informing the Design of Novel Input Methods with Muscle Coactivation Clustering,"Myroslav Bachynskyi, Gregorio Palmas, Antti Oulasvirta, Tino Weinkauf","This paper presents a novel summarization of biomechanical and performance data for user interface designers. Previously, there was no simple way for designers to predict how the location, direction, velocity, precision, or amplitude of users' movement affects performance and fatigue. We cluster muscle coactivation data from a 3D pointing task covering the whole reachable space of the arm. We identify eleven clusters of pointing movements with distinct muscular, spatio-temporal and performance properties. We discuss their use as heuristics when designing for 3D pointing.",TRUE
pn5118,1145/2584670,http://dx.doi.org/10.1145/2584670,http://dl.acm.org/citation.cfm?id=1145/2584670,FqF8ixjL428,www.youtube.com/watch?v=FqF8ixjL428,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/FqF8ixjL428' width='640' height='360' frameborder='0' allowfullscreen='true'/>,User Interfaces for Smart Things - A Generative Approach with Semantic Interaction Descriptions,"Simon Mayer, Andreas Tschofen, Anind K. Dey, Friedemann Mattern","With ever more devices being connected to the Internet and everyday objects becoming “smart” due to embedded processors and communication capabilities, the provisioning of intuitive user interfaces to control smart things is quickly gaining importance. To address this issue, we present a model-based interface description scheme that enables automatic, modality-independent user interface generation. User interface description languages based on our approach carry enough information to suggest appropriate and intuitive interfaces. Still, they are simple enough to enable developers to describe the interaction semantics of a smart thing using very little, easily producible markup. This is enabled by describing the atomic interactive components of a device rather than the device as a whole, and capturing the high-level semantics of an interaction. As a concrete language based on this approach, we propose a taxonomy of abstract sensing and actuation primitives and present a smartphone application that can act as a ubiquitous device controller. An evaluation of our approach in a laboratory setup, home environments, and a lecture hall automation system as well as the results of a user study highlight the accessibility of the proposed description scheme for application developers, its suitability for controlling smart devices, and its generality with respect to describing heterogeneous smart things.",TRUE
pn5119,1145/2699735,http://dx.doi.org/10.1145/2699735,http://dl.acm.org/citation.cfm?id=1145/2699735,JlLU1l45R68,www.youtube.com/watch?v=JlLU1l45R68,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/JlLU1l45R68' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Motivation as a Lens to Understand Online Learners: Towards Data-Driven Design with the OLEI Scale,"René F Kizilcec, Emily Schneider","Open online learning environments attract an audience with diverse motivations who interact with structured courses in a number of ways. To systematically describe the motivations of these learners, we developed the Online Learning Enrollment Intentions (OLEI) scale, a 13-item questionnaire derived from open-ended responses to capture learners' authentic perspectives. Though motivations varied across courses, we found each motivation to predict key behavioral outcomes for learners (N=71,475 across 14 courses). From learners’ motivational and behavioral patterns, we infer a variety of needs they seek to gratify by engaging with the courses, such as meeting new people and learning English. To meet these needs, we propose multiple design directions, including virtual social spaces outside any particular course, improved support for local groups of learners, and modularization to promote accessibility and organization of course content. Motivations thus provide a lens for understanding online learners and designing online courses to better support their needs.",TRUE
pn5127,1145/2656211,http://dx.doi.org/10.1145/2656211,http://dl.acm.org/citation.cfm?id=1145/2656211,vwKq8iI17hI,www.youtube.com/watch?v=vwKq8iI17hI,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/vwKq8iI17hI' width='640' height='360' frameborder='0' allowfullscreen='true'/>,To Call or to Recall? That’s the Research Question,"Juan Pablo Carrascal, Rodrigo de Oliveira, Mauro Cherubini","We present findings of a study with 62 subjects who had 796 of their outgoing mobile phone calls recorded and transcribed for their later annotation—by highlighting important information shared during calls. We found that patterns in these calls (numbers, names, interrogative adverbs) as well as some contextual parameters are better indicators of annotation needs than the callers’ profile or call quality. Callers highlight information in both parties’ turns (caller and callee) more often than highlighting solely information provided by the callee, which is mostly due to annotating questions with contextual information for the highlights in the callee’s turns. We discuss how this behavior changes according to call purpose. Finally, we found that annotation needs change over time: while some annotations might not be considered relevant after weeks, others originally considered irrelevant might become important archival notes. We present implications of these findings for the design of mobile phone annotation tools.",TRUE
pn5128,1145/2699760,http://dx.doi.org/10.1145/2699760,http://dl.acm.org/citation.cfm?id=1145/2699760,nd_npJsKhJ8,www.youtube.com/watch?v=nd_npJsKhJ8,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/nd_npJsKhJ8' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Large-Scale Educational Campaigns,"Yun-En Liu, Christy Ballweber, Eleanor O'Rourke, Eric Butler, Phonraphee Thummaphan, Zoran Popovi_","Educational technology requires a delivery mechanism in order to scale. One method which has not yet seen widespread use is the educational campaign: large-scale, short-term events focused on a specific educational topic, such as the Hour of Code campaign. These are designed to generate media coverage and lend themselves nicely to collaborative or competitive goals, thus potentially leveraging social effects and community excitement to increase engagement and reach students who would otherwise not participate. In this paper, we present a case study of three such campaigns we ran to encourage students to play an algebra game, DragonBox Adaptive: the Washington, Norway, and Minnesota Algebra Challenges. We provide several design recommendations for future campaigns based on our experience, including the effects of different incentive schemes, the insertion of “tests” to fastforward students to levels of appropriate difficulty, and the strengths and weaknesses of campaigns as a method of collecting experimental data.",TRUE
pn5137,1561/1100000028,http://dx.doi.org/10.1561/1100000028,http://dl.acm.org/citation.cfm?id=1561/1100000028,ku7e4b8ypOs,www.youtube.com/watch?v=ku7e4b8ypOs,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/ku7e4b8ypOs' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Choice Architecture for Human-Computer Interaction,"Anthony Jameson, Bettina Berendt, Silvia Gabrielli, Federica Cena, Cristina Gena, Fabiana Vernero, Katharina Reinecke","People in human-computer interaction have learned a great deal about how to persuade and influence users of computing technology. They have much less well-founded knowledge about how to help users choose for themselves. It's time to correct this imbalance. A first step is to organize the vast amount of relevant knowledge that has been built up in psychology and related fields in terms of two comprehensive but easy-to-remember models: The ASPECT model answers the question ""How do people make choices?"" by describing six choice patterns that choosers apply alternately or in combination, based on Attributes, Social influence, Policies, Experience, Consequences, and Trial and error. The ARCADE model answers the question ""How can we help people make better choices?"" by describing six general high-level strategies for supporting choice: Access information and experience, Represent the choice situation, Combine and compute, Advise about processing, Design the domain, and Evaluate on behalf of the chooser. These strategies can be implemented with straightforward interaction design, but for each one there are also specifically relevant technologies. Combining these two models, we can understand virtually all existing and possible approaches to choice support as the application of one or more of the ARCADE strategies to one or more of the ASPECT choice patterns. \  \ After introducing the idea of choice architecture for human-computer interaction and the key ideas of the ASPECT and ARCADE models, we discuss each of the ASPECT patterns in detail and show how the high-level ARCADE strategies can be applied to it to yield specific tactics. We then apply the two models in the domains of online communities and privacy. Most of our examples concern choices about the use of computing technology, but the models are equally applicable to everyday choices made with the help of computing technology. \ ",TRUE
pn5147,789347,http://dx.doi.org/10.1080/07370024.2013.789347,http://dl.acm.org/citation.cfm?id=789347,XZmoKTPhJUE,www.youtube.com/watch?v=XZmoKTPhJUE,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/XZmoKTPhJUE' width='640' height='360' frameborder='0' allowfullscreen='true'/>,"User Experience of On-Screen Interaction Techniques: An Experimental Investigation of Clicking, Sliding, Zooming, Hovering, Dragging, and Flipping","S. Shyam Sundar, Saraswathi Bellur, Jeeyun Oh, Qian Xu, Haiyan Jia","From scrolling and clicking to dragging, flipping, sliding, hovering and zooming, the wide array of interaction techniques has vastly expanded the range of user actions on an interface. Each of these interaction techniques affords a distinct action. But, do these techniques differ in their ability to engage users and contribute to their user experience? Furthermore, do they affect how users view the content and how much they learn from it? We address these questions via two between-subjects laboratory experiments. Study 1 (N = 128) investigated the relative effects of six on-screen interaction techniques (click-to-download, drag, mouseover, slide, zoom and 3D carousel) on users’ assessment of—as well as their engagement with—an informational Website. The site for each condition was identical in content and design, except for the interaction technique used, so that we could isolate the effects of each technique on various cognitive, attitudinal and behavioral outcomes. Study 2 (N = 127) examined the relative effects of four combinations of interaction techniques (slide+click, slide+mouseover, drag+mouseover and drag+zoom) on the same dependent variables. Data from Study 1 suggest that while the 3D carousel generates more user action, the slide is better at aiding memory. The zoom-in/out tool was the least favored whereas the mouseover feature fostered greater engagement among power-users. Findings from Study 2, which was conducted with a different content domain, replicated the positive effects of slide and negative effects of drag in influencing user experience. Path analyses, using structural equation modeling, revealed the importance of users’ assessment of the interface (perceived levels of natural mapping, intuitiveness and ease of use), which can have significant consequences for user engagement as well as resulting attitudes and behavioral outcomes. Design insights, theories and techniques to test and capture user experience are discussed.",TRUE
pn5148,812411,http://dx.doi.org/10.1080/07370024.2013.812411,http://dl.acm.org/citation.cfm?id=812411,sBFA9veSAQg,www.youtube.com/watch?v=sBFA9veSAQg,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/sBFA9veSAQg' width='640' height='360' frameborder='0' allowfullscreen='true'/>,WallTop: Manage Overflowing Windows on a Large Display,"Xiaojun Bi, Seok-Hyung Bae, Ravin Balakrishnan","With the ever increasing amount of digital information, users desire more screen real estate to process daily desktop computing work, and might well benefit from using a large high-resolution display for information management. Unfortunately, we know very little about users’ behaviors when using such a display for daily computing, and current user interfaces are mainly designed for normal-sized desktop monitors, which might not well suit a large display. In this paper, we firstly present a longitudinal study that investigates how users manage overflowing digital information on a wall-sized display in a personal desktop computing context by comparing it with single and dual desktop monitors. Results showed users’ unanimous preferences of working on a large display, and revealed large-display users’ unique activity patterns of managing windows. Guided by the study results, we designed a set of interaction techniques that provide greater flexibility in managing multiple windows. They include facile methods for selecting, moving and resizing multiple windows using the active window boundary called Fringe, rearranging selected windows using multi- and single-window marking menus, packing/unpacking the selected windows using easily activated icons, and freely adjusting window overlapping order with a Jab-to-Lift operation. We coherently integrated these techniques with traditional operations in a large-display window management prototype called WallTop. Two rounds of usability testing showed that users can quickly and easily learn the new interaction techniques and apply them to realistic window management tasks on a large display with increased efficiency.",TRUE
pn5149,896709#,http://dx.doi.org/10.1080/07370024.2014.896709#,http://dl.acm.org/citation.cfm?id=896709#,LopXhBtU5bo,www.youtube.com/watch?v=LopXhBtU5bo,CHI 2015;CHI 2015 Journal,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/LopXhBtU5bo' width='640' height='360' frameborder='0' allowfullscreen='true'/>,What Designers Talk About When They Talk About Context,"Jared S Bauer, Mark W. Newman, Julie A Kientz","Context has long been considered an important component of design, but as technology becomes more capable of inferring the user’s behavior and environment, what constitutes context has become an increasingly pressing concern to designers. Although design frameworks and models have been proposed for context-aware computing systems, there has not yet been research that focuses on understanding context empirically from the perspective of the designer. To address this, we present an analysis of 11 in-depth interviews we conducted with designers of a variety of context-aware systems. Our analysis of the artifacts and interviews reveal five concerns designers address in their work. Furthermore, we present a process model that illustrates how context-aware system designers address these concerns. Our findings demonstrate the central role that designers’ views of context plays in (a) framing a design space, (b) encoding the relevant features of context, (c) unifying possible solutions within that design space, and (d) evaluating designs. These findings suggest that context is a dynamic concept that evolves over the course of a design project, generally from a more phenomenological perspective toward a positivist interpretation. This, and the process by which it occurs, contributes insight into context-aware design with implications for both academics and practitioners.",TRUE
sig105,2727688,http://dx.doi.org/10.1145/2702613.2727688,http://dl.acm.org/citation.cfm?id=2727688,bc6tQeUKKNE,www.youtube.com/watch?v=bc6tQeUKKNE,CHI 2015;CHI 2015 Sigs,CHI 2015 Video Previews;CHI 2015 Wednesday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/bc6tQeUKKNE' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Understanding Sports-HCI by Going Jogging at CH,"Florian Mueller, Joe Marshall, Rohit Ashok Khot, Stina Nylander, Jakob Tholander","More and more technologies are emerging that aim to support sports activities, for example there are jogging apps, cycling computers and quadcopters for sportspeople to videorecord their actions. These new technologies appear to become more and more popular, yet interaction design knowledge how to support the associated exertion experiences is still limited. In order to bring practitioners and academics interested in sports-HCI together and examine the topic “in the wild”, we propose to go outside and jog around the CHI venue while using and discussing some of these new technologies. The goal is to investigate and shape the future of the field of sports-HCI.",TRUE
pn112,2702126,http://dx.doi.org/10.1145/2702123.2702126,http://dl.acm.org/citation.cfm?id=2702126,Xl2eqEMKDgg,www.youtube.com/watch?v=Xl2eqEMKDgg,CHI 2015;CHI 2015 Papers and Notes,CHI 2015 Video Previews;CHI 2015 Monday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/Xl2eqEMKDgg' width='640' height='360' frameborder='0' allowfullscreen='true'/>,"Physical Loci: Leveraging Spatial, Object and Semantic Memory for Command Selection","Simon T Perrault, Eric Lecolinet, Yoann Pascal Bourse, Shengdong Zhao, Yves Guiard","Physical Loci, a technique based on an ancient memory technique, allows users to quickly learn a large command set by leveraging spatial, object and verbal/semantic memory to create a cognitive link between individual commands and nearby physical objects in a room (called loci). We first report on an experiment that showed that for learning 25 items Physical Loci outperformed a mid-air Marking Menu baseline. A long-term retention experiment with 48 items then showed that recall was nearly perfect one week later and, surprisingly, independent of whether the command/locus mapping was one’s own choice or somebody else’s. A final study suggested that recall performance is robust to alterations of the learned mapping, whether systematic or random. ",TRUE
pn115,2702128,http://dx.doi.org/10.1145/2702123.2702128,http://dl.acm.org/citation.cfm?id=2702128,d0J7V37zQjY,www.youtube.com/watch?v=d0J7V37zQjY,CHI 2015;CHI 2015 Papers and Notes,CHI 2015 Video Previews;CHI 2015 Wednesday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/d0J7V37zQjY' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Affordance++: Allowing Objects to Communicate Dynamic Use,"Pedro Lopes, Patrik Jonell, Patrick Baudisch","We propose extending the affordance of objects by allowing them to communicate dynamic use, such as (1) motion (e.g., spray can shakes when touched), (2) multi-step processes (e.g., spray can sprays only after shaking), and (3) behaviors that change over time (e.g., empty spray can does not allow spraying anymore). Rather than enhancing objects directly, however, we implement this concept by enhancing the user. We call this affordance++. By stimulating the user’s arms using electrical muscle stimulation, our prototype allows objects not only to make the user actuate them, but also perform required movements while merely approaching the object, such as not to touch objects that do not “want” to be touched. In our user study, affordance++ helped participants to successfully operate devices of poor natural affordance, such as a multi-functional slicer tool or a magnetic nail sweeper, and to stay away from cups filled with hot liquids.",TRUE
pn123,2702129,http://dx.doi.org/10.1145/2702123.2702129,http://dl.acm.org/citation.cfm?id=2702129,ldy15WAwKqA,www.youtube.com/watch?v=ldy15WAwKqA,CHI 2015;CHI 2015 Papers and Notes,CHI 2015 Video Previews;CHI 2015 Wednesday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/ldy15WAwKqA' width='640' height='360' frameborder='0' allowfullscreen='true'/>,SketchSliders: Sketching Widgets for Visual Exploration on Wall Displays,"Theophanis Tsandilas, Anastasia Bezerianos, Thibaut Jacob","We introduce a mobile sketching interface for exploring multi-dimensional datasets on wall displays. We demonstrate the idea of SketchSliders, range sliders that users can freely sketch on a mobile surface to customize their exploration. A small combination of sketches and gestures allows the creation of complex interactive sliders, such as circular sliders for periodic data, slider branches for detailed interaction, and fisheye transformation sliders. We augment sliders with a suite of tools, such as markers, slider cursors, and approximate views of data distributions. Our designs are inspired by a design study with three visualization experts and validated through a user study with six experts using our system. Our findings indicate that our sketching interface accommodates a wide range of exploration strategies, helping users customize as well as focus their visual explorations.",TRUE
